net_profit_to_total_operate_revenue_ttm,cfo_to_ev,accounts_payable_turnover_days,net_profit_ratio,net_non_operating_income_to_total_profit,fixed_asset_ratio,account_receivable_turnover_days,DEGM,sale_expense_to_operating_revenue,operating_tax_to_operating_revenue_ratio_ttm,inventory_turnover_days,OperatingCycle,net_operate_cash_flow_to_operate_income,quick_ratio,intangible_asset_ratio,MLEV,debt_to_equity_ratio,super_quick_ratio,inventory_turnover_rate,operating_profit_growth_rate,current_ratio,net_operate_cash_flow_to_net_debt,net_operate_cash_flow_to_asset,total_asset_turnover_rate,operating_profit_to_total_profit,roa_ttm,admin_expense_rate,equity_to_fixed_asset_ratio,net_operate_cash_flow_to_total_liability,cash_rate_of_sales,goods_service_cash_to_operating_revenue_ttm,date,stkcd,flag,单季EP,三个月反转,预期EPTTM,EPTTM一年分位点,EPTTM,预期BP,BP,SPTTM,非流动性冲击,单季ROE,单季SP,三个月换手,标准化预期外收,单季ROA,特异度,三个月波动,一年动量,一个月反转,一个月波动,标准化预期外盈利
0.020977,0.004907,355.17198897370656,0.020977,-0.02440858726899384,0.103686,112.133,0.980127,0.737427,0.020254,121.02,824.0608850325381,-0.816952,1.38393,0.070478,0.002772,1.07754,1.29395,2.9747,-0.456713,1.54241,-0.491956,0.022687,0.967371,0.740379,0.020292,0.075134,5.69909,-0.050436,0.023452,1.05429,2018-12-14,000004.XSHE,True,0.020977,17.493978000000002,0.020977,0.251984126984127,0.020977,5.69909,5.69909,0.737427,1.0337295618743998,0.020292,0.737427,12.402708481803085,0.18344971147734615,0.020292,0.20519549445585217,7.105363025780953,-72.724187,5.831326000000001,7.228943821280368,0.18342700470649537
0.071019,0.001577,272.253,0.071019,-0.02440858726899384,0.075265,1096.64,0.163142,0.02522,0.011846,429.955,704.116,1.19691,0.53132,0.096876,0.04112,1.12374,0.507636,0.837297,-3.50646,0.860696,0.012739,0.002471,0.206333,-0.067195,0.014654,0.191289,6.45906,0.012547,0.011975,0.8109,2018-12-14,000005.XSHE,True,0.071019,17.493978000000002,0.071019,0.45436507936507936,0.071019,6.45906,6.45906,0.02522,4.846534485516132,0.014654,0.02522,12.402708481803083,0.2281831321614269,0.014654,0.2552374944558522,7.105363025780953,-72.79957900000001,5.831326000000001,7.228943821280368,0.22816021970160982
0.453079,0.026729,355.17198897370656,0.453079,-0.02440858726899384,0.000214,807.969,0.152208,0.017441,0.033507,1690.64,824.0608850325381,0.704338,0.59721,0.08740829479613733,0.175153,1.10784,0.546079,0.212937,-0.072705,2.00178,0.177507,0.024938,0.179252,0.997053,0.081215,0.059416,2247.8,0.109035,0.139122,0.92979,2018-12-14,000006.XSHE,True,0.453079,17.493978000000002,0.453079,0.9503968253968254,0.453079,2247.8,2247.8,0.017441,5.578738312543235,0.081215,0.017441,12.402708481803083,0.5697132609844137,0.081215,0.6372974944558522,7.105363025780953,-72.36747700000001,5.831326000000001,7.228943821280368,0.5696887781331955
-0.177663,0.000929,355.17198897370656,-0.177663,-0.02440858726899384,0.157943,129.838,0.157065,0.1204555703285421,0.02479,3.5074,824.0608850325381,0.205913,3.3367,0.022934,0.000509,0.115273,0.694256,102.64,-0.994736,3.3391,-0.011109,0.006206,0.08898,1.0421,-0.015809,0.699832,5.68232,-0.009207,0.069748,1.15115,2018-12-14,000007.XSHE,True,-0.177663,17.493978000000002,-0.177663,0.1527777777777778,-0.177663,5.68232,5.68232,0.1204555703285421,11.238480557428636,-0.015809,0.1204555703285421,12.402708481803083,0.005881934716109497,-0.015809,0.006555494455852184,7.105363025780953,-72.61615900000001,5.831326000000001,7.228943821280368,0.005860044420545068
0.33588,-0.04909,233.978,0.33588,-0.02440858726899384,0.026355,1470.77,-0.000984,0.074218,0.013269,210.338,578.029,-1.47451,1.79795,0.390493,0.027656,0.381386,1.47166,1.71153,1.2234,2.13165,-0.003173,-0.065994,0.267124,0.97221,0.089722,0.180218,27.5485,-0.002625,-0.247053,0.721029,2018-12-14,000008.XSHE,True,0.33588,17.493978000000002,0.33588,0.8511904761904762,0.33588,27.5485,27.5485,0.074218,3.7435797607103822,0.089722,0.074218,12.402708481803083,0.4649470212107519,0.089722,0.5200984944558522,7.105363025780953,-72.73335800000001,5.831326000000001,7.228943821280368,0.46492302008570713
0.023957,0.097936,165.277,0.024108,-0.263659,0.166359,770.031,0.057916,0.108678,0.023677,592.581,785.089,14.4022,0.85131,0.055227,0.413013,3.69932,0.683026,0.607512,-0.386226,1.65117,0.108389,0.083301,0.30553,0.354462,0.007366,0.110573,2.08243,0.084695,0.272643,0.883204,2018-12-14,000009.XSHE,True,0.024108,17.493978000000002,0.024108,0.35119047619047616,0.024108,2.08243,2.08243,0.108678,3.273001014630314,0.007366,0.108678,12.402708481803085,0.1861135856957739,0.007366,0.20832649445585216,7.105363025780953,-72.531587,5.831326,7.228943821280368,0.18622584760145766
-4.13858,-0.016426,673.798,-4.13858,-0.02440858726899384,0.022652,2277.15,-2.0435,0.107976,0.008327,1502.42,824.0608850325381,0.067315,0.519857,0.057532,0.007074,2.79392,0.448435,0.239613,-23.6631,1.20955,-0.006139,-0.023521,0.07982,1.0299,-0.330341,0.40998,13.0439,-0.005927,-0.294674,1.89823,2018-12-14,000010.XSHE,True,-4.13858,17.493978000000002,-4.13858,0.05357142857142857,-4.13858,13.0439,13.0439,0.107976,12.528188423953896,-0.330341,0.107976,12.402708481803083,-3.534851178583263,-0.330341,-3.954361505544148,7.105363025780953,-77.00604700000001,5.831326000000001,7.228943821280368,-3.534856788216112
0.131626,0.010583,355.17198897370656,0.131626,-0.017949,0.006231,401.523,-0.51236,0.018032,0.0463,452.225,824.0608850325381,0.359063,1.33458,0.08740829479613733,0.009814,0.692628,1.30716,0.796064,-0.785246,2.05813,-0.660453,0.011975,0.297055,1.01276,0.0391,0.085932,94.8253,0.137897,0.040314,1.07476,2018-12-14,000011.XSHE,True,0.131626,17.493978000000002,0.131626,0.5535714285714286,0.131626,94.8253,94.8253,0.018032,3.3663799633064584,0.0391,0.018032,12.402708481803083,0.28236079147560467,0.0391,0.31584449445585216,7.105363025780953,-76.89852900000001,5.831326,7.228943821280368,0.2823376299012201
0.21748,0.009276,355.17198897370656,0.21748,0.011641,0.002796,637.471,-0.0031986160164271128,0.1204555703285421,0.009981,691.2386070106762,824.0608850325381,0.646347,1.2530290142348754,0.003666,0.12321555916473319,13.2501,0.9468833570613735,13.732010818030842,0.05302,1.9940820374172945,-0.006356,0.008322,0.033596,1.00141,0.007307,0.319037,25.094,-0.006021,0.247716,1.0551518229523156,2018-12-13,000001.XSHE,True,0.21748,17.493978000000002,0.21748,0.751984126984127,0.21748,25.094,25.094,0.1204555703285421,29.76544826765091,0.007307,0.1204555703285421,12.402708481803083,0.35910718649201234,0.007307,0.40169849445585215,7.105363025780953,-72.54246900000001,5.831326,7.228943821280368,0.35908367202964325
0.146411,0.028903,498.932,0.146411,0.003619,0.008606,495.002,0.113147,0.023487,0.075995,1307.09,824.0608850325381,0.709554,0.483189,0.003697,0.367479,8.68799,0.354278,0.275421,0.406501,1.16116,-0.019645,0.027849,0.210735,1.00256,0.030854,0.034356,17.5147,-0.017656,0.13215,1.31348,2018-12-13,000002.XSHE,True,0.146411,17.493978000000002,0.146411,0.6488095238095238,0.146411,17.5147,17.5147,0.023487,4.745296225116853,0.030854,0.023487,12.402708481803083,0.2955773620526027,0.030854,0.3306294944558522,7.105363025780953,-72.52768400000001,5.831326000000001,7.228943821280368,0.2955541397070386
0.020977,0.005252,355.17198897370656,0.020977,-0.02440858726899384,0.103686,112.133,0.980127,0.737427,0.020254,121.02,824.0608850325381,-0.816952,1.38393,0.070478,0.002969,1.07754,1.29395,2.9747,-0.456713,1.54241,-0.491956,0.022687,0.967371,0.740379,0.020292,0.075134,5.69909,-0.050436,0.023452,1.05429,2018-12-13,000004.XSHE,True,0.020977,17.493978000000002,0.020977,0.251984126984127,0.020977,5.69909,5.69909,0.737427,1.0337295618743998,0.020292,0.737427,12.402708481803083,0.18344971147734615,0.020292,0.20519549445585217,7.105363025780953,-72.72418700000001,5.831326000000001,7.228943821280368,0.18342700470649537
0.071019,0.001555,272.253,0.071019,-0.02440858726899384,0.075265,1096.64,0.163142,0.02522,0.011846,429.955,704.116,1.19691,0.53132,0.096876,0.040331,1.12374,0.507636,0.837297,-3.50646,0.860696,0.012739,0.002471,0.206333,-0.067195,0.014654,0.191289,6.45906,0.012547,0.011975,0.8109,2018-12-13,000005.XSHE,True,0.071019,17.493978000000002,0.071019,0.45436507936507936,0.071019,6.45906,6.45906,0.02522,4.846534485516132,0.014654,0.02522,12.402708481803083,0.2281831321614269,0.014654,0.2552374944558522,7.105363025780953,-72.79957900000001,5.831326000000001,7.228943821280368,0.22816021970160982
0.453079,0.026361,355.17198897370656,0.453079,-0.02440858726899384,0.000214,807.969,0.152208,0.017441,0.033507,1690.64,824.0608850325381,0.704338,0.59721,0.08740829479613733,0.172174,1.10784,0.546079,0.212937,-0.072705,2.00178,0.177507,0.024938,0.179252,0.997053,0.081215,0.059416,2247.8,0.109035,0.139122,0.92979,2018-12-13,000006.XSHE,True,0.453079,17.493978000000002,0.453079,0.9503968253968254,0.453079,2247.8,2247.8,0.017441,5.578738312543235,0.081215,0.017441,12.402708481803083,0.5697132609844137,0.081215,0.6372974944558522,7.105363025780953,-72.36747700000001,5.831326000000001,7.228943821280368,0.5696887781331955
-0.177663,0.000881,355.17198897370656,-0.177663,-0.02440858726899384,0.157943,129.838,0.157065,0.1204555703285421,0.02479,3.5074,824.0608850325381,0.205913,3.3367,0.022934,0.000483,0.115273,0.694256,102.64,-0.994736,3.3391,-0.011109,0.006206,0.08898,1.0421,-0.015809,0.699832,5.68232,-0.009207,0.069748,1.15115,2018-12-13,000007.XSHE,True,-0.177663,17.493978000000002,-0.177663,0.1527777777777778,-0.177663,5.68232,5.68232,0.1204555703285421,11.238480557428636,-0.015809,0.1204555703285421,12.402708481803083,0.005881934716109497,-0.015809,0.006555494455852184,7.105363025780953,-72.61615900000001,5.831326000000001,7.228943821280368,0.005860044420545068
0.33588,-0.047774,233.978,0.33588,-0.02440858726899384,0.026355,1470.77,-0.000984,0.074218,0.013269,210.338,578.029,-1.47451,1.79795,0.390493,0.026802,0.381386,1.47166,1.71153,1.2234,2.13165,-0.003173,-0.065994,0.267124,0.97221,0.089722,0.180218,27.5485,-0.002625,-0.247053,0.721029,2018-12-13,000008.XSHE,True,0.33588,17.493978000000002,0.33588,0.8511904761904762,0.33588,27.5485,27.5485,0.074218,3.7435797607103822,0.089722,0.074218,12.402708481803083,0.4649470212107519,0.089722,0.5200984944558522,7.105363025780953,-72.73335800000001,5.831326000000001,7.228943821280368,0.46492302008570713
0.023957,0.096081,165.277,0.024108,-0.263659,0.166359,770.031,0.057916,0.108678,0.023677,592.581,785.089,14.4022,0.85131,0.055227,0.401736,3.69932,0.683026,0.607512,-0.386226,1.65117,0.108389,0.083301,0.30553,0.354462,0.007366,0.110573,2.08243,0.084695,0.272643,0.883204,2018-12-13,000009.XSHE,True,0.024108,17.493978000000002,0.024108,0.35119047619047616,0.024108,2.08243,2.08243,0.108678,3.273001014630314,0.007366,0.108678,12.402708481803083,0.1861135856957739,0.007366,0.20832649445585216,7.105363025780953,-72.53158700000002,5.831326,7.228943821280368,0.18622584760145766
-4.13858,-0.015902,673.798,-4.13858,-0.02440858726899384,0.022652,2277.15,-2.0435,0.107976,0.008327,1502.42,824.0608850325381,0.067315,0.519857,0.057532,0.006663,2.79392,0.448435,0.239613,-23.6631,1.20955,-0.006139,-0.023521,0.07982,1.0299,-0.330341,0.40998,13.0439,-0.005927,-0.294674,1.89823,2018-12-13,000010.XSHE,True,-4.13858,17.493978000000002,-4.13858,0.05357142857142857,-4.13858,13.0439,13.0439,0.107976,12.528188423953896,-0.330341,0.107976,12.402708481803083,-3.534851178583263,-0.330341,-3.954361505544148,7.105363025780953,-77.006047,5.831326000000001,7.228943821280368,-3.534856788216112
0.131626,0.010266,355.17198897370656,0.131626,-0.017949,0.006231,401.523,-0.51236,0.018032,0.0463,452.225,824.0608850325381,0.359063,1.33458,0.08740829479613733,0.009543,0.692628,1.30716,0.796064,-0.785246,2.05813,-0.660453,0.011975,0.297055,1.01276,0.0391,0.085932,94.8253,0.137897,0.040314,1.07476,2018-12-13,000011.XSHE,True,0.131626,17.493978000000002,0.131626,0.5535714285714286,0.131626,94.8253,94.8253,0.018032,3.3663799633064584,0.0391,0.018032,12.402708481803083,0.28236079147560467,0.0391,0.31584449445585216,7.105363025780953,-76.89852900000001,5.831326,7.228943821280368,0.2823376299012201
0.21748,0.009284,355.17198897370656,0.21748,0.011641,0.002796,637.471,-0.0031986160164271128,0.1204555703285421,0.009981,691.2386070106762,824.0608850325381,0.646347,1.2530290142348754,0.003666,0.12321555916473319,13.2501,0.9468833570613735,13.732010818030842,0.05302,1.9940820374172945,-0.006356,0.008322,0.033596,1.00141,0.007307,0.319037,25.094,-0.006021,0.247716,1.0551518229523156,2018-12-12,000001.XSHE,True,0.21748,17.493978000000002,0.21748,0.751984126984127,0.21748,25.094,25.094,0.1204555703285421,29.76544826765091,0.007307,0.1204555703285421,12.402708481803085,0.35910718649201234,0.007307,0.40169849445585215,7.105363025780953,-72.54246900000001,5.831326,7.228943821280368,0.35908367202964325
0.146411,0.02909,498.932,0.146411,0.003619,0.008606,495.002,0.113147,0.023487,0.075995,1307.09,824.0608850325381,0.709554,0.483189,0.003697,0.374549,8.68799,0.354278,0.275421,0.406501,1.16116,-0.019645,0.027849,0.210735,1.00256,0.030854,0.034356,17.5147,-0.017656,0.13215,1.31348,2018-12-12,000002.XSHE,True,0.146411,17.493978000000002,0.146411,0.6488095238095238,0.146411,17.5147,17.5147,0.023487,4.745296225116853,0.030854,0.023487,12.402708481803083,0.2955773620526027,0.030854,0.3306294944558522,7.105363025780953,-72.52768400000001,5.831326000000001,7.228943821280368,0.2955541397070386
0.020977,0.005403,355.17198897370656,0.020977,-0.02440858726899384,0.103686,112.133,0.980127,0.737427,0.020254,121.02,824.0608850325381,-0.816952,1.38393,0.070478,0.003054,1.07754,1.29395,2.9747,-0.456713,1.54241,-0.491956,0.022687,0.967371,0.740379,0.020292,0.075134,5.69909,-0.050436,0.023452,1.05429,2018-12-12,000004.XSHE,True,0.020977,17.493978000000002,0.020977,0.251984126984127,0.020977,5.69909,5.69909,0.737427,1.0337295618743998,0.020292,0.737427,12.402708481803083,0.18344971147734615,0.020292,0.20519549445585217,7.105363025780953,-72.724187,5.831326000000001,7.228943821280368,0.18342700470649537
0.071019,0.001552,272.253,0.071019,-0.02440858726899384,0.075265,1096.64,0.163142,0.02522,0.011846,429.955,704.116,1.19691,0.53132,0.096876,0.040202,1.12374,0.507636,0.837297,-3.50646,0.860696,0.012739,0.002471,0.206333,-0.067195,0.014654,0.191289,6.45906,0.012547,0.011975,0.8109,2018-12-12,000005.XSHE,True,0.071019,17.493978000000002,0.071019,0.45436507936507936,0.071019,6.45906,6.45906,0.02522,4.846534485516132,0.014654,0.02522,12.402708481803083,0.2281831321614269,0.014654,0.2552374944558522,7.105363025780953,-72.79957900000001,5.831326000000001,7.228943821280368,0.22816021970160982
0.453079,0.026301,355.17198897370656,0.453079,-0.02440858726899384,0.000214,807.969,0.152208,0.017441,0.033507,1690.64,824.0608850325381,0.704338,0.59721,0.08740829479613733,0.171687,1.10784,0.546079,0.212937,-0.072705,2.00178,0.177507,0.024938,0.179252,0.997053,0.081215,0.059416,2247.8,0.109035,0.139122,0.92979,2018-12-12,000006.XSHE,True,0.453079,17.493978000000002,0.453079,0.9503968253968254,0.453079,2247.8,2247.8,0.017441,5.578738312543235,0.081215,0.017441,12.402708481803083,0.5697132609844137,0.081215,0.6372974944558522,7.105363025780953,-72.36747700000001,5.831326000000001,7.228943821280368,0.5696887781331955
-0.177663,0.000911,355.17198897370656,-0.177663,-0.02440858726899384,0.157943,129.838,0.157065,0.1204555703285421,0.02479,3.5074,824.0608850325381,0.205913,3.3367,0.022934,0.0005,0.115273,0.694256,102.64,-0.994736,3.3391,-0.011109,0.006206,0.08898,1.0421,-0.015809,0.699832,5.68232,-0.009207,0.069748,1.15115,2018-12-12,000007.XSHE,True,-0.177663,17.493978000000002,-0.177663,0.1527777777777778,-0.177663,5.68232,5.68232,0.1204555703285421,11.238480557428636,-0.015809,0.1204555703285421,12.402708481803083,0.005881934716109497,-0.015809,0.006555494455852184,7.105363025780953,-72.61615900000001,5.831326000000001,7.228943821280368,0.005860044420545068
0.33588,-0.050045,233.978,0.33588,-0.02440858726899384,0.026355,1470.77,-0.000984,0.074218,0.013269,210.338,578.029,-1.47451,1.79795,0.390493,0.028279,0.381386,1.47166,1.71153,1.2234,2.13165,-0.003173,-0.065994,0.267124,0.97221,0.089722,0.180218,27.5485,-0.002625,-0.247053,0.721029,2018-12-12,000008.XSHE,True,0.33588,17.493978000000002,0.33588,0.8511904761904762,0.33588,27.5485,27.5485,0.074218,3.7435797607103822,0.089722,0.074218,12.402708481803083,0.4649470212107519,0.089722,0.5200984944558522,7.105363025780953,-72.73335800000001,5.831326000000001,7.228943821280368,0.46492302008570713
0.023957,0.09658,165.277,0.024108,-0.263659,0.166359,770.031,0.057916,0.108678,0.023677,592.581,785.089,14.4022,0.85131,0.055227,0.40475,3.69932,0.683026,0.607512,-0.386226,1.65117,0.108389,0.083301,0.30553,0.354462,0.007366,0.110573,2.08243,0.084695,0.272643,0.883204,2018-12-12,000009.XSHE,True,0.024108,17.493978000000002,0.024108,0.35119047619047616,0.024108,2.08243,2.08243,0.108678,3.273001014630314,0.007366,0.108678,12.402708481803083,0.1861135856957739,0.007366,0.20832649445585216,7.105363025780953,-72.531587,5.831326,7.228943821280368,0.18622584760145766
-4.13858,-0.016113,673.798,-4.13858,-0.02440858726899384,0.022652,2277.15,-2.0435,0.107976,0.008327,1502.42,824.0608850325381,0.067315,0.519857,0.057532,0.006825,2.79392,0.448435,0.239613,-23.6631,1.20955,-0.006139,-0.023521,0.07982,1.0299,-0.330341,0.40998,13.0439,-0.005927,-0.294674,1.89823,2018-12-12,000010.XSHE,True,-4.13858,17.493978000000002,-4.13858,0.05357142857142857,-4.13858,13.0439,13.0439,0.107976,12.528188423953896,-0.330341,0.107976,12.402708481803085,-3.534851178583263,-0.330341,-3.954361505544148,7.105363025780953,-77.00604700000001,5.831326000000001,7.228943821280368,-3.534856788216112
0.131626,0.010179,355.17198897370656,0.131626,-0.017949,0.006231,401.523,-0.51236,0.018032,0.0463,452.225,824.0608850325381,0.359063,1.33458,0.08740829479613733,0.009468,0.692628,1.30716,0.796064,-0.785246,2.05813,-0.660453,0.011975,0.297055,1.01276,0.0391,0.085932,94.8253,0.137897,0.040314,1.07476,2018-12-12,000011.XSHE,True,0.131626,17.493978000000002,0.131626,0.5535714285714286,0.131626,94.8253,94.8253,0.018032,3.3663799633064584,0.0391,0.018032,12.402708481803085,0.28236079147560467,0.0391,0.31584449445585216,7.105363025780953,-76.89852900000001,5.831326,7.228943821280368,0.2823376299012201
0.21748,0.009284,355.17198897370656,0.21748,0.011641,0.002796,637.471,-0.0031986160164271128,0.1204555703285421,0.009981,691.2386070106762,824.0608850325381,0.646347,1.2530290142348754,0.003666,0.12321555916473319,13.2501,0.9468833570613735,13.732010818030842,0.05302,1.9940820374172945,-0.006356,0.008322,0.033596,1.00141,0.007307,0.319037,25.094,-0.006021,0.247716,1.0551518229523156,2018-12-11,000001.XSHE,True,0.21748,17.493978000000002,0.21748,0.751984126984127,0.21748,25.094,25.094,0.1204555703285421,29.76544826765091,0.007307,0.1204555703285421,12.402708481803083,0.35910718649201234,0.007307,0.40169849445585215,7.105363025780953,-72.542469,5.831326,7.228943821280368,0.35908367202964325
0.146411,0.02918,498.932,0.146411,0.003619,0.008606,495.002,0.113147,0.023487,0.075995,1307.09,824.0608850325381,0.709554,0.483189,0.003697,0.378033,8.68799,0.354278,0.275421,0.406501,1.16116,-0.019645,0.027849,0.210735,1.00256,0.030854,0.034356,17.5147,-0.017656,0.13215,1.31348,2018-12-11,000002.XSHE,True,0.146411,17.493978000000002,0.146411,0.6488095238095238,0.146411,17.5147,17.5147,0.023487,4.745296225116853,0.030854,0.023487,12.402708481803083,0.2955773620526027,0.030854,0.3306294944558522,7.105363025780953,-72.52768400000001,5.831326000000001,7.228943821280368,0.2955541397070386
0.020977,0.005329,355.17198897370656,0.020977,-0.02440858726899384,0.103686,112.133,0.980127,0.737427,0.020254,121.02,824.0608850325381,-0.816952,1.38393,0.070478,0.003013,1.07754,1.29395,2.9747,-0.456713,1.54241,-0.491956,0.022687,0.967371,0.740379,0.020292,0.075134,5.69909,-0.050436,0.023452,1.05429,2018-12-11,000004.XSHE,True,0.020977,17.493978000000002,0.020977,0.251984126984127,0.020977,5.69909,5.69909,0.737427,1.0337295618743998,0.020292,0.737427,12.402708481803083,0.18344971147734615,0.020292,0.20519549445585217,7.105363025780953,-72.724187,5.831326000000001,7.228943821280368,0.18342700470649537
0.071019,0.001541,272.253,0.071019,-0.02440858726899384,0.075265,1096.64,0.163142,0.02522,0.011846,429.955,704.116,1.19691,0.53132,0.096876,0.039821,1.12374,0.507636,0.837297,-3.50646,0.860696,0.012739,0.002471,0.206333,-0.067195,0.014654,0.191289,6.45906,0.012547,0.011975,0.8109,2018-12-11,000005.XSHE,True,0.071019,17.493978000000002,0.071019,0.45436507936507936,0.071019,6.45906,6.45906,0.02522,4.846534485516132,0.014654,0.02522,12.402708481803083,0.2281831321614269,0.014654,0.2552374944558522,7.105363025780953,-72.79957900000001,5.831326000000001,7.228943821280368,0.22816021970160982
0.453079,0.026093,355.17198897370656,0.453079,-0.02440858726899384,0.000214,807.969,0.152208,0.017441,0.033507,1690.64,824.0608850325381,0.704338,0.59721,0.08740829479613733,0.170005,1.10784,0.546079,0.212937,-0.072705,2.00178,0.177507,0.024938,0.179252,0.997053,0.081215,0.059416,2247.8,0.109035,0.139122,0.92979,2018-12-11,000006.XSHE,True,0.453079,17.493978000000002,0.453079,0.9503968253968254,0.453079,2247.8,2247.8,0.017441,5.578738312543235,0.081215,0.017441,12.402708481803083,0.5697132609844137,0.081215,0.6372974944558522,7.105363025780953,-72.36747700000001,5.831326000000001,7.228943821280368,0.5696887781331955
